iri	label	type	parentlabel	category	definition	min	max	average	median	upper_quartile	lower_quartile	number_distinct_values	distinct_values	variable	replaces
EUPATH_0009249_PWY_6803	PWY-6803: phosphatidylcholine acyl editing	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.84507639	0.02353955500385	0	5.11192e-05	0	64			
EUPATH_0009249_PWY_6823	PWY-6823: molybdenum cofactor biosynthesis	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0	0	0			1	["0.0000000000"]		
EUPATH_0009249_PWY_6837	PWY-6837: fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.0100116668	0.000400467776	0	0	0	4	["0.0000000000","0.0000000001","0.0000000275","0.0100116668"]		
EUPATH_0009249_PWY_6859	PWY-6859: all-trans-farnesol biosynthesis	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.0700396877	0.00218874149062	0	0	0	6	["0.0000000000","0.0000000001","0.0000000002","0.0000000175","0.0000000221","0.0700396877"]		
EUPATH_0009249_PWY_6876	PWY-6876: isopropanol biosynthesis	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.9827923	0.12633422503077	3.479845e-05	0.0511983364	0	35			
EUPATH_0009249_PWY_6891	PWY-6891: thiazole biosynthesis II (Bacillus)	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.0806353952	0.00252430107193	0	1.6571e-06	0	50			
EUPATH_0009249_PWY_6892	PWY-6892: thiazole biosynthesis I (E. coli)	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.9031513773	0.01410611816788	0	2.41024e-05	0	82			
EUPATH_0009249_PWY_6895	PWY-6895: superpathway of thiamin diphosphate biosynthesis II	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.0109418518	0.00013129461685	0	3.64e-08	0	30			
EUPATH_0009249_PWY_6897	PWY-6897: thiamin salvage II	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.9966038019	0.04489240319073	2.3964e-06	0.0025891851	1e-10	190			
EUPATH_0009249_PWY_6901	PWY-6901: superpathway of glucose and xylose degradation	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.0008661735	2.8424635616e-05	0	3e-10	0	22			
EUPATH_0009249_PWY_6936	PWY-6936: seleno-amino acid biosynthesis	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	1	0.17880780070808	0.00404444035	0.2252922878	1.458e-07	272			
EUPATH_0009249_PWY_6953	PWY-6953: dTDP-3-acetamido-3,6-dideoxy-&alpha;-D-galactose biosynthesis	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.000241264	3.0575245455e-05	0	1.575e-08	0	4	["0.0000000000","0.0000000315","0.0000950322","0.0002412640"]		
EUPATH_0009249_PWY_6969	PWY-6969: TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.952034366	0.04573082710544	3.42e-07	0.00156158085	0	147			
EUPATH_0009249_PWY_6992	PWY-6992: 1,5-anhydrofructose degradation	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	4e-10	2e-10	2e-10	4e-10	0	2	["0.0000000000","0.0000000004"]		
EUPATH_0009249_PWY_7003	PWY-7003: glycerol degradation to butanol	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.0042320812	0.000217253565	0	0	0	5	["0.0000000000","0.0000001415","0.0000031061","0.0001097425","0.0042320812"]		
EUPATH_0009249_PWY_7007	PWY-7007: methyl ketone biosynthesis	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.0001386922	2.3280933333e-05	3.25e-09	9.869e-07	0	5	["0.0000000000","0.0000000009","0.0000000056","0.0000009869","0.0001386922"]		
EUPATH_0009249_PWY_7013	PWY-7013: L-1,2-propanediol degradation	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.9999200683	0.04910282802813	0	1.122435e-05	0	16			
EUPATH_0009249_PWY_7039	PWY-7039: phosphatidate metabolism, as a signaling molecule	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0	0	0			1	["0.0000000000"]		
EUPATH_0009249_PWY_7046	PWY-7046: 4-coumarate degradation (anaerobic)	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.0047970724	0.00013248686557	0	4e-09	0	19			
EUPATH_0009249_PWY_7094	PWY-7094: fatty acid salvage	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	4.7451e-06	2.39965e-07	0	0	0	3	["0.0000000000","0.0000000542","0.0000047451"]		
EUPATH_0009249_PWY_7111	PWY-7111: pyruvate fermentation to isobutanol (engineered)	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	1	0.66235268515870	0.8709217443	0.9995536329	0.3041869158	460			
EUPATH_0009249_PWY_7115	PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.05396451	0.00066472584831	0	1.9e-09	0	28			
EUPATH_0009249_PWY_7117	PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	1	0.10549054177067	4.93592e-05	0.0491011136	0	150			
EUPATH_0009249_PWY_7118	PWY-7118: chitin degradation to ethanol	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0	0	0			1	["0.0000000000"]		
EUPATH_0009249_PWY_7184	PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.9990887019	0.05027191120485	4.70815e-06	0.0090433853	1e-10	193			
EUPATH_0009249_PWY_7187	PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.9995336499	0.03332485386827	1.7004e-06	0.0041631496	0	172			
EUPATH_0009249_PWY_7196	PWY-7196: superpathway of pyrimidine ribonucleosides salvage	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.0017769356	6.07024e-05	0	0	0	4	["0.0000000000","0.0000000001","0.0000441363","0.0017769356"]		
EUPATH_0009249_PWY_7197	PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.9985330468	0.07120834872694	8.68364e-05	0.0253147437	3e-10	224			
EUPATH_0009249_PWY_7198	PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.6951011341	0.01969006250284	3.05e-09	0.00081782205	0	95			
EUPATH_0009249_PWY_7199	PWY-7199: pyrimidine deoxyribonucleosides salvage	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.9999999893	0.12190107988961	0.0005783005	0.0839670585	9.5e-10	215			
EUPATH_0009249_PWY_7200	PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0	0	0			1	["0.0000000000"]		
EUPATH_0009249_PWY_7204	PWY-7204: pyridoxal 5'-phosphate salvage II (plants)	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.0004267357	1.5240571429e-05	0	0	0	3	["0.0000000000","0.0000000003","0.0004267357"]		
EUPATH_0009249_PWY_7208	PWY-7208: superpathway of pyrimidine nucleobases salvage	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.9999906749	0.21293548377367	0.0256474709	0.3303509526	9.47247e-05	382			
EUPATH_0009249_PWY_7209	PWY-7209: superpathway of pyrimidine ribonucleosides degradation	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	1e-10	4.5454545455e-12	0	0	0	2	["0.0000000000","0.0000000001"]		
EUPATH_0009249_PWY_7210	PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.6228238239	0.02103080240738	1e-10	0.0002871601	0	75			
EUPATH_0009249_PWY_7211	PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.4480572745	0.00615556383652	0	1.125e-08	0	39			
EUPATH_0009249_PWY_7219	PWY-7219: adenosine ribonucleotides de novo biosynthesis	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		6.84451e-05	1	0.88468692882900	0.9994815763	0.9999999813	0.9457549351	434			
EUPATH_0009249_PWY_7220	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	1	0.47248187894547	0.4357770941	0.9658063863	0.0130407618	415			
EUPATH_0009249_PWY_7221	PWY-7221: guanosine ribonucleotides de novo biosynthesis	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	1	0.66814041133433	0.8319314486	0.9942090233	0.3276386399	476			
EUPATH_0009249_PWY_7222	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	1	0.47248187894547	0.4357770941	0.9658063863	0.0130407618	415			
EUPATH_0009249_PWY_7228	PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	1	0.40692855516941	0.2408436517	0.8458222106	0.0047341541	420			
EUPATH_0009249_PWY_7229	PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	1	0.43124632171732	0.3302820308	0.8683798321	0.0093952247	423			
EUPATH_0009249_PWY_7234	PWY-7234: inosine-5'-phosphate biosynthesis III	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.9117085702	0.06537753406190	9.8435e-06	0.0073839531	0	129			
EUPATH_0009249_PWY_7237	PWY-7237: myo-, chiro- and scillo-inositol degradation	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	1	0.40674857513390	0.187886705	0.93117593195	0.0010342155	323			
EUPATH_0009249_PWY_724	PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.9999155748	0.06106892145962	4.0162e-05	0.0102492748	7.7e-09	207			
EUPATH_0009249_PWY_7242	PWY-7242: D-fructuronate degradation	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.3206343229	0.00511178341404	0	3.0937e-06	0	80			
EUPATH_0009249_PWY_7245	PWY-7245: superpathway NAD/NADP - NADH/NADPH interconversion (yeast)	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0	0	0			1	["0.0000000000"]		
EUPATH_0009249_PWY_7254	PWY-7254: TCA cycle VII (acetate-producers)	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.8221547376	0.02288843141630	1e-10	8.10814e-05	0	67			
EUPATH_0009249_PWY_7268	PWY-7268: NAD/NADP-NADH/NADPH cytosolic interconversion (yeast)	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.0042928788	0.0002692305125	0	2.29e-08	0	6	["0.0000000000","0.0000000001","0.0000000457","0.0000029397","0.0000118239","0.0042928788"]		
EUPATH_0009249_PWY_7269	PWY-7269: NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.0053799662	0.0002279412	0	0	0	7	["0.0000000000","0.0000000001","0.0000012738","0.0000019598","0.0000020493","0.0009971044","0.0053799662"]		
EUPATH_0009249_PWY_7279	PWY-7279: aerobic respiration II (cytochrome c) (yeast)	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	1	0.32713862352675	0.0139335372	0.88231307515	1.3973e-06	190			
EUPATH_0009249_PWY_7282	PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.8461868187	0.00926759903714	0	1.68035e-06	0	64			
EUPATH_0009249_PWY_7288	PWY-7288: fatty acid &beta;-oxidation (peroxisome, yeast)	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.3544587241	0.01573129627941	0	7.2379e-06	0	15			
EUPATH_0009249_PWY_7315	PWY-7315: dTDP-N-acetylthomosamine biosynthesis	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.012998198	0.00029648963774	0	1e-10	0	14			
EUPATH_0009249_PWY_7316	PWY-7316: dTDP-N-acetylviosamine biosynthesis	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.8564234034	0.072148849428	1.0085e-07	0.0009326087	0	30			
EUPATH_0009249_PWY_7323	PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.6349850074	0.00847215650417	0	1.05e-09	0	36			
EUPATH_0009249_PWY_7328	PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.0998575856	0.00207097931546	0	2.79e-08	0	36			
EUPATH_0009249_PWY_7332	PWY-7332: superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.0030094498	0.00013125522174	0	1.5e-10	0	7	["0.0000000000","0.0000000003","0.0000000187","0.0000000947","0.0000003913","0.0000089153","0.0030094498"]		
EUPATH_0009249_PWY_7357	PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.9999892324	0.04778038918707	3.9888e-06	0.00319941	2e-10	195			
EUPATH_0009249_PWY_7371	PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	9.3189e-06	1.3312714286e-06	0	0	0	2	["0.0000000000","0.0000093189"]		
EUPATH_0009249_PWY_7383	PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.9912772143	0.04905274577542	2.13579e-05	0.00737679415	0	126			
EUPATH_0009249_PWY_7384	PWY-7384: anaerobic energy metabolism (invertebrates, mitochondrial)	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.0003603099	7.215204e-05	0	4.503e-07	0	3	["0.0000000000","0.0000004503","0.0003603099"]		
EUPATH_0009249_PWY_7385	PWY-7385: 1,3-propanediol biosynthesis (engineered)	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.0125367204	0.00069868746111	0	0	0	4	["0.0000000000","0.0000000001","0.0000396538","0.0125367204"]		
EUPATH_0009249_PWY_7388	PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.9999972813	0.15311649456015	0.0011189841	0.1178095576	1.46e-08	210			
EUPATH_0009249_PWY_7389	PWY-7389: superpathway of anaerobic energy metabolism (invertebrates)	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0	0	0			1	["0.0000000000"]		
EUPATH_0009249_PWY_7392	PWY-7392: taxadiene biosynthesis (engineered)	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0	0	0			1	["0.0000000000"]		
EUPATH_0009249_PWY_7400	PWY-7400: L-arginine biosynthesis IV (archaebacteria)	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.9999999025	0.10899519699042	8.7424e-05	0.0368628753	1.885e-08	197			
EUPATH_0009249_PWY_7409	PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0	0	0			1	["0.0000000000"]		
EUPATH_0009249_PWY_7431	PWY-7431: aromatic biogenic amine degradation (bacteria)	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		1.08e-08	1.08e-08	1.08e-08	1.08e-08			1	["0.0000000108"]		
EUPATH_0009249_PWY_7446	PWY-7446: sulfoglycolysis	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0	0	0			1	["0.0000000000"]		
EUPATH_0009249_PWY_7456	PWY-7456: mannan degradation	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.0019578522	3.1253798780e-05	0	0	0	17			
EUPATH_0009249_PWY_7539	PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.9689815591	0.06256156934122	4.15775e-05	0.01397732675	0	206			
EUPATH_0009249_PWY_7560	PWY-7560: methylerythritol phosphate pathway II	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.0477909824	0.00123631295542	0	3.59e-08	0	28			
EUPATH_0009249_PWY_7616	PWY-7616: methanol oxidation to carbon dioxide	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0	0	0			1	["0.0000000000"]		
EUPATH_0009249_PWY_7663	PWY-7663: gondoate biosynthesis (anaerobic)	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	1	0.38799173672278	0.2922115412	0.6913928786	0.0197822837	446			
EUPATH_0009249_PWY_7664	PWY-7664: oleate biosynthesis IV (anaerobic)	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	1	0.16195550878185	0.00252944485	0.1826566859	8.58e-08	240			
EUPATH_0009249_PWY_821	PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.0021779117	4.1698187302e-05	0	0	0	14			
EUPATH_0009249_PWY_841	PWY-841: superpathway of purine nucleotides de novo biosynthesis I	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.9336989342	0.05486798647847	1.670685e-05	0.0068269678	3e-10	209			
EUPATH_0009249_PWY_922	PWY-922: mevalonate pathway I	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0	0	0			1	["0.0000000000"]		
EUPATH_0009249_PYRIDNUCSAL_PWY	PYRIDNUCSAL-PWY: NAD salvage pathway I	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.0725209637	0.00184927892976	0	1.906e-06	0	35			
EUPATH_0009249_PYRIDNUCSYN_PWY	PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.9999999996	0.09356772800478	0.001275661	0.05969614065	1.1946e-06	292			
EUPATH_0009249_PYRIDOXSYN_PWY	PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.9970415689	0.05593679944646	1.22474e-05	0.0102981759	0	166			
EUPATH_0009249_REDCITCYC	REDCITCYC: TCA cycle VIII (helicobacter)	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.0096748536	0.00031460669268	0	1.88e-08	0	28			
EUPATH_0009249_RHAMCAT_PWY	RHAMCAT-PWY: L-rhamnose degradation I	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.891944871	0.02630694776818	2.298e-07	0.001463922	0	126			
EUPATH_0009249_RIBOSYN2_PWY	RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	1	0.27087397628277	0.0378933551	0.5667165225	4.37225e-05	291			
EUPATH_0009249_SALVADEHYPOX_PWY	SALVADEHYPOX-PWY: adenosine nucleotides degradation II	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.9999997269	0.13429798354673	3.3755e-05	0.0629898812	0	152			
EUPATH_0009249_SER_GLYSYN_PWY	SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	1	0.38362638215947	0.18588897305	0.9109850032	0.0018285521	420			
EUPATH_0009249_SO4ASSIM_PWY	SO4ASSIM-PWY: sulfate reduction I (assimilatory)	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.8300197578	0.02325460983609	4e-10	9.64248e-05	0	89			
EUPATH_0009249_SULFATE_CYS_PWY	SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.03904794	0.0014560042	0	2.777e-07	0	57			
EUPATH_0009249_TCA	TCA: TCA cycle I (prokaryotic)	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.989640013	0.09157503361842	0.0001004044	0.0475094044	0	212			
EUPATH_0009249_TCA_GLYOX_BYPASS	TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.5136906873	0.00919804567970	8e-09	6.40793e-05	0	74			
EUPATH_0009249_TEICHOICACID_PWY	TEICHOICACID-PWY: teichoic acid (poly-glycerol) biosynthesis	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0	0	0			1	["0.0000000000"]		
EUPATH_0009249_THISYNARA_PWY	THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.7882433848	0.01466893738670	1.196e-07	0.0002037735	0	157			
EUPATH_0009249_THISYN_PWY	THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.0768755508	0.00072926732344	0	1.86e-08	0	42			
EUPATH_0009249_THREOCAT_PWY	THREOCAT-PWY: superpathway of L-threonine metabolism	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0	0	0			1	["0.0000000000"]		
EUPATH_0009249_THRESYN_PWY	THRESYN-PWY: superpathway of L-threonine biosynthesis	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	1	0.13021707871122	0.00068605545	0.1021691891	3.5925e-07	272			
EUPATH_0009249_TRNA_CHARGING_PWY	TRNA-CHARGING-PWY: tRNA charging	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.9999996452	0.29289468023720	0.0754163729	0.5891235107	0.00227370145	368			
EUPATH_0009249_TRPSYN_PWY	TRPSYN-PWY: L-tryptophan biosynthesis	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	1	0.08384983331616	5.00284e-05	0.0142456072	2.7e-09	182			
EUPATH_0009249_TYRFUMCAT_PWY	TYRFUMCAT-PWY: L-tyrosine degradation I	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.56901646	0.02846299460833	0	0.00026391785	0	21			
EUPATH_0009249_UBISYN_PWY	UBISYN-PWY: superpathway of ubiquinol-8 biosynthesis (prokaryotic)	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	1.919e-06	1.1392941176e-07	0	0	0	7	["0.0000000000","0.0000000001","0.0000001646","0.0000001662","0.0000003528","0.0000012709","0.0000019190"]		
EUPATH_0009249_UDPNAGSYN_PWY	UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0.9999999999	0.11278760242863	4.05691e-05	0.0418894662	0	174			
EUPATH_0009249_URDEGR_PWY	URDEGR-PWY: superpathway of allantoin degradation in plants	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0	0	0			1	["0.0000000000"]		
EUPATH_0009249_URSIN_PWY	URSIN-PWY: ureide biosynthesis	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0	0	0			1	["0.0000000000"]		
EUPATH_0009249_VALDEG_PWY	VALDEG-PWY: L-valine degradation I	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	0	0	0			1	["0.0000000000"]		
EUPATH_0009249_VALSYN_PWY	VALSYN-PWY: L-valine biosynthesis	number	Metagenome enzyme pathway coverage data	Metagenomic sequencing assay		0	1	0.74360762089080	0.9685930106	0.9999176522	0.51579510365	461			
EUPATH_0009250	Relative taxonomic abundance analysis		Data analysis	Metagenomic sequencing assay											
EUPATH_0009251	Kingdom		Relative taxonomic abundance analysis	Metagenomic sequencing assay											
EUPATH_0009251_Bacteria	Bacteria	number	Kingdom	Metagenomic sequencing assay		0.959767	1	0.99978808536585	1	1	1	11			
EUPATH_0009251_Eukaryota	Eukaryota	number	Kingdom	Metagenomic sequencing assay		0.000313	0.040233	0.0121639	0.0063675	0.021958	0.004482	10	["0.000313","0.001086","0.004482","0.005143","0.005279","0.007456","0.009070","0.021958","0.026619","0.040233"]		
EUPATH_0009252	Phylum		Relative taxonomic abundance analysis	Metagenomic sequencing assay											
EUPATH_0009252_Bacteria_Actinobacteria	Actinobacteria	number	Phylum	Metagenomic sequencing assay		0.000323	1	0.20772302719665	0.133485	0.282979	0.05022	476			
EUPATH_0009252_Bacteria_Bacteroidetes	Bacteroidetes	number	Phylum	Metagenomic sequencing assay		0.002752	1	0.54059349813433	0.545123	0.7346295	0.3527	525			
EUPATH_0009252_Bacteria_Firmicutes	Firmicutes	number	Phylum	Metagenomic sequencing assay		0.002787	0.65029	0.13855667458432	0.09795	0.197508	0.045089	421			
EUPATH_0009252_Bacteria_Fusobacteria	Fusobacteria	number	Phylum	Metagenomic sequencing assay		0.000174	0.541748	0.06169108571429	0.012637	0.0518175	0.004856	35			
EUPATH_0009252_Bacteria_Proteobacteria	Proteobacteria	number	Phylum	Metagenomic sequencing assay		0.001218	1	0.24130604246285	0.142143	0.351005	0.0538255	466			
EUPATH_0009252_Bacteria_Spirochaetes	Spirochaetes	number	Phylum	Metagenomic sequencing assay		0.000436	1	0.11361733734940	0.026088	0.1041975	0.0077765	82			
EUPATH_0009252_Bacteria_Synergistetes	Synergistetes	number	Phylum	Metagenomic sequencing assay		0.00018	0.003244	0.00094216666667	0.000558	0.000691	0.000422	6	["0.000180","0.000422","0.000535","0.000581","0.000691","0.003244"]		
EUPATH_0009252_Bacteria_Tenericutes	Tenericutes	number	Phylum	Metagenomic sequencing assay		0.004145	0.023644	0.0138945	0.0138945	0.023644	0.004145	2	["0.004145","0.023644"]		
EUPATH_0009252_Bacteria_Verrucomicrobia	Verrucomicrobia	number	Phylum	Metagenomic sequencing assay		0.000566	0.435426	0.0761416875	0.024735	0.0752845	0.0059625	16			
EUPATH_0009252_Eukaryota_Eukaryota_unclassified	Eukaryota_unclassified	number	Phylum	Metagenomic sequencing assay		0.000313	0.040233	0.0121639	0.0063675	0.021958	0.004482	10	["0.000313","0.001086","0.004482","0.005143","0.005279","0.007456","0.009070","0.021958","0.026619","0.040233"]		
EUPATH_0009253	Class		Relative taxonomic abundance analysis	Metagenomic sequencing assay											
EUPATH_0009253_Bacteria_Actinobacteria_Actinobacteria	Actinobacteria	number	Class	Metagenomic sequencing assay		0.000256	1	0.20371124458204	0.110278	0.298453	0.0366885	321			
EUPATH_0009253_Bacteria_Actinobacteria_Coriobacteriia	Coriobacteriia	number	Class	Metagenomic sequencing assay		0.000222	0.75268	0.08415293467337	0.0517665	0.113809	0.022715	398			
EUPATH_0009253_Bacteria_Bacteroidetes_Bacteroidia	Bacteroidia	number	Class	Metagenomic sequencing assay		0.002752	1	0.54059349813433	0.545123	0.7346295	0.3527	525			
